date,horse_code,horse_id,horse_name,horse_number,incident,position_final,race_number
2024-06-12,C037,HK_2018_C037,INVINCIBLE MISSILE,11,Jumped only fairly and was crowded shortly after the start.  Held up for clear running making the Home Turn.  Bumped after the 200 Metres.,3,2
2024-06-12,J004,HK_2023_J004,CHATER GOLD,10,Bumped shortly after the start.  From the outside barrier was shifted across behind runners in the early stages.,4,2
2024-06-12,H213,HK_2022_H213,JOYFUL PROSPERITY,8,Jumped only fairly.  Approaching the 150 Metres was steadied when crowded between COURIER MAGIC and SETANTA (L Ferraris) which shifted in.  L Ferraris was severely reprimanded.,5,2
2024-06-12,H128,HK_2022_H128,DRAGON STAR,4,"After the race, K Teetan reported that he had to make too much use of his mount in the early stages to hold his position to the outside of VULCANUS and as a result DRAGON STAR did not respond to his riding in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.  Sent for sampling post-race.",6,2
2024-06-12,H290,HK_2022_H290,COURIER MAGIC,7,"Shortly after the start was bumped on the hindquarters.  Near the 1300 Metres made contact with FLYING PHANTOM when FLYING PHANTOM was racing tight to the inside of GOLDEN LINK.  Passing the 200 Metres was bumped by INVINCIBLE MISSILE which shifted out.  After the race, B Thompson reported that he had to make some use of his mount in the early stages to hold his position, but COURIER MAGIC failed to respond to his riding in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",7,2
2024-06-12,J150,HK_2023_J150,VULCANUS,12,"After the race, H T Mo reported that his instructions were to hold a forward position preferably with cover.  He said when VULCANUS jumped well, he elected to allow it to stride forward and lead to avoid racing wide and settled more forward than anticipated.  Trainer Y S Tsui confirmed the instructions issued.",8,2
2024-06-12,H376,HK_2022_H376,MISTER DAPPER,3,Shortly after the start was bumped by CHATER GOLD which shifted in.,9,2
2024-06-12,J086,HK_2023_J086,FLYING PHANTOM,9,Bumped near the 1300 Metres.  Noted to have lost its left hind plate after the race.,10,2
2024-06-12,D222,HK_2019_D222,GOLDEN LINK,5,"Jumped awkwardly.  Was obliged to race wide and without cover for the majority of the event.  The performance of GOLDEN LINK, which finished tailed out, was considered unacceptable.  Before being allowed to race again, GOLDEN LINK will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.  A veterinary inspection immediately following the race did not show any significant findings.",11,2
2024-06-12,J281,HK_2023_J281,THUNDERBOLTAURUS B,6,"Jumped only fairly.  After the race, K De Melo stated that when he felt his mount may have gone amiss near the 400 Metres, he retired it from the event.  As the horse was unable to be fully examined by the Veterinary Officers after the event due to receiving treatment, THUNDERBOLTAURUS B will be examined by the Veterinary Officers tomorrow morning. <13/6/2024 Additional Veterinary Reports>  THUNDERBOLTAURUS B was examined by the Veterinary Officer this morning who said there were no significant findings. Before being allowed to race again, THUNDERBOLTAURUS B will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination which must include additional diagnostic assessments.",PU,2
2024-06-12,G028,HK_2021_G028,E LEGEND,,"Withdrawn on 10.6.24 by order of the Stewards acting on veterinary advice (right hind foot injury) and replaced by Standby Declared Starter SETANTA.  Before being allowed to race again, E LEGEND will be subjected to an official veterinary examination.",WV,2
2024-06-12,E494,HK_2020_E494,CHARMING STEED,4,Sent for sampling post-race.,1,1
2024-06-12,H339,HK_2022_H339,NINJA DERBY,11,Sent for sampling post-race.,2,1
2024-06-12,E311,HK_2020_E311,HANG'S CHOICE,12,No report.,3,1
2024-06-12,G181,HK_2021_G181,SPEEDSTAR,6,Sent for sampling post-race.,4,1
2024-06-12,G282,HK_2021_G282,VIVA A LA,10,No report.,5,1
2024-06-12,G276,HK_2021_G276,MASTER OF LUCK,2,"Jumped only fairly. The Veterinary Surgeon reported that the horse had sustained a left front tendon injury after racing.  Before being allowed to race again, MASTER OF LUCK will be subjected to an official veterinary examination.",6,1
2024-06-12,G054,HK_2021_G054,FORTUNE PRESIDENT,7,Slow to begin.,7,1
2024-06-12,G250,HK_2021_G250,DOUBLE SHOW,8,Jumped awkwardly.,8,1
2024-06-12,G298,HK_2021_G298,KEEN UNITY,3,"Approaching the 100 Metres H Bentley dropped his left rein for a number of strides before regaining it.  After the race, H Bentley reported that after settling towards the back of the field, KEEN UNITY found it difficult to make up ground when placed under pressure in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",9,1
2024-06-12,G304,HK_2021_G304,SUPERB MOVE,9,"From the outside barrier was shifted across behind runners in the early stages.  After the race, A Atzeni reported that from the outside barrier his instructions were to ride his mount in a conservative manner in the early stages.  Trainer C H Yip confirmed the instructions issued.  A veterinary inspection immediately following the race did not show any significant findings.",10,1
2024-06-12,D164,HK_2019_D164,DRAGON PRIDE,1,"From a wide barrier was shifted across behind runners in the early stages.  Near the 550 Metres lay in and made contact with the running rail.  After the race, A Badel reported that he was concerned with his mount’s action in the Home Straight.  A veterinary inspection immediately following the race did not show any significant findings.",11,1
2024-06-12,D343,HK_2019_D343,SMART FOLKS,5,No report.,12,1
2024-06-12,H261,HK_2022_H261,HAPPIHOOD,,"Withdrawn on 11.6.24 by order of the Stewards acting on veterinary advice (lame left fore) and replaced by Standby Declared Starter HANG’S CHOICE.  Before being allowed to race again, HAPPIHOOD will be subjected to an official veterinary examination.",WV,1
2024-06-12,G029,HK_2021_G029,JUBILATION,11,"After the race, M L Yeung stated that his instructions were to be more forward, but after his mount began only fairly, it settled further back than what had been intended.  Sent for sampling post-race.",1,3
2024-06-12,G420,HK_2021_G420,WINNING STEPS,4,"Crowded shortly after the start.  Lay in near the 150 Metres, resulting in its rider A Hamelin having to correct his mount.  Sent for sampling post-race.",2,3
2024-06-12,D198,HK_2019_D198,PRECISE EXPRESS,7,Held up for clear running making the Home Turn.,3,3
2024-06-12,H073,HK_2022_H073,SATIRICAL GLORY,2,For some distance in the early stages raced keenly.  Near the 550 Metres lay in and made contact with the running rail.  Sent for sampling post-race.,4,3
2024-06-12,G229,HK_2021_G229,FOREVER GLORIOUS,3,Between the 1200 Metres and the 1000 Metres raced tight to the inside of SATIRICAL GLORY and was then steadied passing the 1000 Metres when SATIRICAL GLORY was racing keenly and was awkwardly placed to the inside of AMAZING BOY (M Chadwick) which shifted in.  M Chadwick was reprimanded.  For some distance after the 150 Metres lay out.,5,3
2024-06-12,H106,HK_2022_H106,GOLD TACK,8,Raced wide and without cover from the 900 Metres.  Passing the 150 Metres was crowded between FOREVER GLORIOUS which lay out and WINNING STEPS which shifted in before being corrected by its rider A Hamelin.  A veterinary inspection immediately following the race did not show any significant findings.,6,3
2024-06-12,J074,HK_2023_J074,ME TIME,9,Shortly after the start was badly crowded between WINNING STEPS and HOLY POWER which shifted in despite the efforts of its rider.  A veterinary inspection immediately following the race did not show any significant findings.,7,3
2024-06-12,E107,HK_2020_E107,CORDYCEPS ONE,1,No report.,8,3
2024-06-12,H039,HK_2022_H039,HOLY POWER,5,Approaching the 1600 Metres got its head up when being steadied when momentarily crowded by AMAZING BOY which shifted in before being corrected by its rider M Chadwick.  HOLY POWER then continued to race keenly for some distance thereafter.  Near the 300 Metres was briefly crowded between GOLD TACK and FOREVER GLORIOUS which shifted out slightly.  Bumped at the 150 Metres.,9,3
2024-06-12,G189,HK_2021_G189,PEGASUS GENERAL,6,"Shifted out on jumping and was bumped.  After the race, Y L Chung reported that his mount would prefer a firmer surface.  A veterinary inspection immediately following the race did not show any significant findings.",10,3
2024-06-12,G470,HK_2021_G470,NICE BIRDIE,12,Crowded shortly after the start.  Briefly held up near the 150 Metres behind AMAZING BOY and was shifted to the outside of AMAZING BOY shortly after and made contact with HOLY POWER.,11,3
2024-06-12,D513,HK_2019_D513,AMAZING BOY,10,"When questioned, M Chadwick stated that his instructions were to hold a forward position but preferably with cover.  He said in the early stages after commencing well AMAZING BOY was caught wide and as a result he elected to continue forward to cross runners to his inside.  Trainer C W Chang confirmed the instructions and advised he issued such instructions as AMAZING BOY raced in a similar position when it was successful on 24 April 2024 over the same course and distance.",12,3
2024-06-12,J290,HK_2023_J290,FLYING WROTE,5,Sent for sampling post-race.,1,4
2024-06-12,H063,HK_2022_H063,TRAVEL GOLF,12,Near the 550 Metres lay in and brushed the running rail.  Sent for sampling post-race.,2,4
2024-06-12,G288,HK_2021_G288,MR VALIANT,7,"Approaching the 250 Metres was shifted to the inside of FLYING WROTE to secure clear running.  Over the final 100 Metres raced tight between TRAVEL GOLF and FLYING WROTE which shifted in.  As a result, MR VALIANT could not be fully ridden out to the finish of the event.",3,4
2024-06-12,H242,HK_2022_H242,GOLDEN RISE,4,"Approaching the 1000 Metres was steadied when momentarily crowded between AMAZING ACE which shifted out slightly and TATTENHAM (A Hamelin) which shifted in.  A Hamelin was advised to exercise more care.  Approaching the 150 Metres was brushed by TATTENHAM which shifted out slightly.  Whilst the Stewards were satisfied that the riding of H Bowman, 4th placegetter, over the concluding stages did not affect the horse’s finishing position, he was nonetheless reminded of his obligation to ensure that he fully rides his mounts out to the finish of the race.",4,4
2024-06-12,H440,HK_2022_H440,SPICY GOLD,9,Jumped awkwardly and then was crowded shortly after the start.,5,4
2024-06-12,D033,HK_2019_D033,HERO STAR,11,No report.,6,4
2024-06-12,H121,HK_2022_H121,TATTENHAM,10,"When questioned, A Hamelin stated that from the outside barrier his instructions were to ride his mount forward, however, when unable to cross runners to his inside, he was obliged to race wide and without cover for the majority of the event.  Trainer P C Ng confirmed the instructions issued.",7,4
2024-06-12,H181,HK_2022_H181,HAPPY FOR ALL,6,Jumped only fairly and was bumped shortly after the start.  Near the 550 Metres was crowded between SUGAR BALL and TELECOM POWER which shifted to the outside of SPICY GOLD.  A veterinary inspection immediately following the race did not show any significant findings.,8,4
2024-06-12,H359,HK_2022_H359,AMAZING ACE,2,"When being crossed by HERO STAR approaching the 1000 Metres commenced to race keenly and became unbalanced when being steadied away from HERO STAR.  A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of blood in the horse’s trachea.  Before being allowed to race again, AMAZING ACE will be subjected to an official veterinary examination.",9,4
2024-06-12,J332,HK_2023_J332,TELECOM POWER,1,Jumped only fairly and then was checked when crowded between TRAVEL GOLF and SPICY GOLD which was taken in by FLYING WROTE.,10,4
2024-06-12,G063,HK_2021_G063,SWEET DIAMOND,8,"The declaration of weighed-in was deferred whilst the Stewards considered whether SWEET DIAMOND had been afforded a fair start.  After taking evidence from Jockey H Bentley, Trainer P F Yiu and Starter A Speechley, the Stewards found that as the start was effected SWEET DIAMOND lunged forward, made contact with the starting gates and as a result lost considerable ground.  As the Stewards were satisfied that such occurrence occurred as the start was being effected, SWEET DIAMOND was declared a runner as the Stewards determined that the horse had not had an unfair start.  Having regard to SWEET DIAMOND’s good record at the starting gates, the horse will be required to perform satisfactorily in a stalls test before being allowed to race again.  A veterinary inspection immediately following the race which included an endoscopic examination showed a substantial amount of blood in the horse’s trachea.  Before being allowed to race again, SWEET DIAMOND will be subjected to an official veterinary examination.  Sent for sampling post-race.",11,4
2024-06-12,H394,HK_2022_H394,SUGAR BALL,3,"Shifted in on jumping and was bumped.  Near the 550 Metres made contact with HAPPY FOR ALL and shifted out.  After the race, K Teetan could offer no explanation for his mount’s disappointing performance.  A veterinary inspection immediately following the race did not show any significant findings.  The performance of SUGAR BALL, which finished tailed out, was considered unacceptable.  Before being allowed to race again, SUGAR BALL will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.",12,4
